fiscal_year,state,district,survey,headcount_ratio,intensity,mpi,unit,note
2015-16,Bihar,Supaul,NFHS-4,63.9,51.83,0.331,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Vaishali,NFHS-4,47.56,48.74,0.232,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Balod,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Baloda Bazar,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Balrampur,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Bastar,NFHS-4,46.95,48.22,0.226,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Bemetara,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Bijapur,NFHS-4,41.2,44.52,0.183,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Bilaspur,NFHS-4,25.66,43.23,0.111,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Dantewada,NFHS-4,54.35,53,0.288,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Dhamtari,NFHS-4,18.59,40.74,0.076,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Durg,NFHS-4,19.98,41.93,0.084,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Gariyaband,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Janjgir-Champa,NFHS-4,23.16,41.55,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Jashpur,NFHS-4,45.85,46.09,0.211,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Kabirdham,NFHS-4,39.56,46.5,0.184,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Kondagaon,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Korba,NFHS-4,31.85,45.86,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Korea,NFHS-4,38.24,44.88,0.172,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Mahasamund,NFHS-4,29.85,42.03,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Mungeli,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Narayanpur,NFHS-4,51.52,49.42,0.255,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Raigarh,NFHS-4,30.82,43.48,0.134,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Raipur,NFHS-4,21.82,43.49,0.095,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Rajnandgaon,NFHS-4,23.14,40.37,0.093,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Sukma,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Surajpur,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Surguja,NFHS-4,47.37,46.6,0.221,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chhattisgarh,Uttar Bastar Kanker (Kanker),NFHS-4,27.03,43.47,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Ambala,NFHS-4,1.99,39.52,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Bhiwani,NFHS-4,12.78,39.54,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Charki Dadri,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Faridabad,NFHS-4,10.7,44.28,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Fatehabad,NFHS-4,11.02,41.37,0.046,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Gurugram,NFHS-4,10.39,42.07,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Hisar,NFHS-4,9.71,39.98,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Jhajjar,NFHS-4,5.82,39.51,0.023,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Jind,NFHS-4,9.16,39.53,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Kaithal,NFHS-4,7.83,41.65,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Karnal,NFHS-4,6.4,42.92,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Kurukshetra,NFHS-4,6.42,42.22,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Mahendragarh,NFHS-4,6.29,38.15,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Nuh (Mewat),NFHS-4,62.5,52.64,0.329,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Palwal,NFHS-4,26.98,46.59,0.126,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Panchkula,NFHS-4,2.47,40.83,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Panipat,NFHS-4,8.12,43.43,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Rewari,NFHS-4,11.08,39.41,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Rohtak,NFHS-4,13.72,41.93,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Sirsa,NFHS-4,14.52,40.98,0.06,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Sonipat,NFHS-4,6.35,39.87,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Haryana,Yamunanagar,NFHS-4,4.47,43.11,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Ahmedabad,NFHS-4,5.85,40.47,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Amreli,NFHS-4,11.95,42.61,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Anand,NFHS-4,14.81,41.91,0.062,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Arvalli,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Banas Kantha,NFHS-4,31.24,46.14,0.144,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Bharuch,NFHS-4,17.38,43.81,0.076,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Bhavnagar,NFHS-4,17.9,41.85,0.075,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Botad,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Chhotaudepur,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Dang,NFHS-4,57.33,48.54,0.278,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Devbhumi Dwarka,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Dohad,NFHS-4,54.93,46.92,0.258,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Gandhinagar,NFHS-4,16.57,47.19,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Gir Somnath,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Jamnagar,NFHS-4,13.05,46.24,0.06,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Junagadh,NFHS-4,10.08,43.64,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Kachchh,NFHS-4,28.3,49.69,0.141,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Kheda,NFHS-4,25.5,42.5,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Mahesana,NFHS-4,10.43,43.74,0.046,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Mahisagar,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Morbi,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Narmada,NFHS-4,37.11,43.31,0.161,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Navsari,NFHS-4,9.75,42.32,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Panch Mahals,NFHS-4,41.52,45.5,0.189,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Patan,NFHS-4,21.1,43.98,0.093,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Porbandar,NFHS-4,8.45,42.43,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Rajkot,NFHS-4,8.57,43.34,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Sabar Kantha,NFHS-4,24.85,43.46,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Surat,NFHS-4,9.22,44.14,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Surendranagar,NFHS-4,24.97,48.15,0.12,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Tapi,NFHS-4,27.59,41.38,0.114,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Vadodara,NFHS-4,21.24,46.08,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Gujarat,Valsad,NFHS-4,19.95,48.1,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Goa,North Goa,NFHS-4,3.33,40.92,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Goa,South Goa,NFHS-4,4.37,39.28,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Bilaspur,NFHS-4,7.54,36.62,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Chamba,NFHS-4,11.27,41.25,0.046,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Hamirpur,NFHS-4,4.43,36.43,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Kangra,NFHS-4,5.88,37.4,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Kinnaur,NFHS-4,5.1,38.6,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Kullu,NFHS-4,8.97,38.98,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Lahul and Spiti,NFHS-4,7.72,38.38,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Mandi,NFHS-4,8.35,39.09,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Shimla,NFHS-4,7.46,40.07,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Sirmaur,NFHS-4,10.88,43.14,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Solan,NFHS-4,9.1,40.38,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Himachal Pradesh,Una,NFHS-4,5,38.9,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bagalkote,NFHS-4,19.94,43.41,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bangalore (Bengaluru Urban),NFHS-4,2.05,41.03,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bangalore Rural (Bengaluru Rural ),NFHS-4,7.03,40.01,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Belagavi,NFHS-4,12.26,39.94,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bellary (Ballari),NFHS-4,22.91,46.48,0.106,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bidar,NFHS-4,18.99,41.64,0.079,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Bijapur (Vijayapura),NFHS-4,21.9,42.57,0.093,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Chamarajanagara,NFHS-4,18.45,42.02,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Chikkaballapura,NFHS-4,13.41,42.07,0.056,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Chikmagalur,NFHS-4,9.98,41.81,0.042,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Chitradurga,NFHS-4,14.81,41.29,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Dakshina Kannada,NFHS-4,6.69,40.32,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Davangere,NFHS-4,11.46,42.59,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Dharwad,NFHS-4,9.53,40.27,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Gadag,NFHS-4,19.5,43.28,0.084,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Gulbarga (Kalaburagi),NFHS-4,21.1,44.44,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Hassan,NFHS-4,6.33,40.43,0.026,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Haveri,NFHS-4,15.28,41.12,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Kodagu,NFHS-4,8.64,43.75,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Kolar,NFHS-4,9.53,40.26,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Koppal,NFHS-4,24.31,42.5,0.103,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Mandya,NFHS-4,6.3,43.52,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Mysuru,NFHS-4,7.79,41.16,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Raichur,NFHS-4,31.65,45.54,0.144,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Ramanagara,NFHS-4,8.73,38.38,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Shivamogga,NFHS-4,12.64,40.95,0.052,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Tumakuru,NFHS-4,12.71,41.26,0.052,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Udupi,NFHS-4,10.32,41.24,0.043,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Uttara Kannada,NFHS-4,13.21,42.64,0.056,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Karnataka,Yadgir,NFHS-4,41.67,46.99,0.196,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Agar Malwa,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Alirajpur,NFHS-4,71.31,57.06,0.407,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Anuppur,NFHS-4,41.65,45.26,0.189,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Ashoknagar,NFHS-4,42.78,47.19,0.202,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Balaghat,NFHS-4,40.06,43.54,0.174,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Barwani,NFHS-4,61.6,57.27,0.353,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Betul,NFHS-4,34.5,46.9,0.162,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Bhind,NFHS-4,33.18,44.06,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Bhopal,NFHS-4,12.66,45.16,0.057,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Burhanpur,NFHS-4,36.94,52.22,0.193,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Chhatarpur,NFHS-4,48.78,48.42,0.236,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Chhindwara,NFHS-4,30.14,46.01,0.139,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Damoh,NFHS-4,46.31,46.31,0.215,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Datia,NFHS-4,34.24,44.17,0.151,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Dewas,NFHS-4,29.67,46.41,0.138,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Dhar,NFHS-4,40.28,49.34,0.199,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Dindori,NFHS-4,56.23,47.28,0.266,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Guna,NFHS-4,45.67,47.31,0.216,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Gwalior,NFHS-4,22.38,44.26,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Harda,NFHS-4,33.11,46.57,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Indore,NFHS-4,10.76,45.29,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Jabalpur,NFHS-4,19.5,45.39,0.089,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Jhabua,NFHS-4,68.86,55.96,0.385,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Katni,NFHS-4,39.94,45.25,0.181,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Khandwa (East Nimar),NFHS-4,42.53,47.59,0.202,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Khargone (West Nimar),NFHS-4,35.8,49.15,0.176,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Mandla,NFHS-4,48.09,47.2,0.227,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Mandsaur,NFHS-4,33,45.18,0.149,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Morena,NFHS-4,32.36,44.86,0.145,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Narmadapuram,NFHS-4,24.72,44.06,0.109,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Narsinghpur,NFHS-4,30.55,44.63,0.136,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Neemuch,NFHS-4,31.87,44.88,0.143,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Panna,NFHS-4,42.63,47.93,0.204,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Raisen,NFHS-4,34.52,44.76,0.155,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Rajgarh,NFHS-4,41.77,45.95,0.192,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Ratlam,NFHS-4,41.48,48.43,0.201,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Rewa,NFHS-4,36.94,44.76,0.165,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Sagar,NFHS-4,40.07,44.52,0.178,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Satna,NFHS-4,34.12,43.96,0.15,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Sehore,NFHS-4,26.69,46.5,0.124,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Seoni,NFHS-4,42.55,44.5,0.189,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Shahdol,NFHS-4,43.47,46.41,0.202,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Shajapur,NFHS-4,33.45,45.74,0.153,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Sheopur,NFHS-4,49.72,49.59,0.247,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Shivpuri,NFHS-4,46.09,46.38,0.214,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Sidhi,NFHS-4,52.68,48.18,0.254,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Singrauli,NFHS-4,51.92,50.76,0.264,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Tikamgarh,NFHS-4,47.52,45.88,0.218,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Ujjain,NFHS-4,29.58,45.65,0.135,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Umaria,NFHS-4,45.45,46.06,0.209,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Madhya Pradesh,Vidisha,NFHS-4,47.19,48.64,0.23,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Bishnupur,NFHS-4,13.72,41.02,0.056,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Chandel,NFHS-4,26.89,45.55,0.123,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Churachandpur,NFHS-4,20.86,47.47,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Imphal East,NFHS-4,12.87,44.26,0.057,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Imphal West,NFHS-4,7.27,40.24,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Senapati,NFHS-4,33.58,45.78,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Tamenglong,NFHS-4,37.38,47.84,0.179,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Thoubal,NFHS-4,16.74,42.74,0.072,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Manipur,Ukhrul,NFHS-4,28.52,46.71,0.133,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Aizawl,NFHS-4,1.76,39.01,0.007,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Champhai,NFHS-4,10.09,39.83,0.04,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Kolasib,NFHS-4,8.44,48.69,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Lawngtlai,NFHS-4,30.45,52.72,0.161,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Lunglei,NFHS-4,10.16,43.92,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Mamit,NFHS-4,25.29,50.58,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Saiha,NFHS-4,12.69,42.21,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Mizoram,Serchhip,NFHS-4,3.45,40.24,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Bokaro,NFHS-4,29.33,44.19,0.13,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Chatra,NFHS-4,60.74,50.4,0.306,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Deoghar,NFHS-4,47.4,46.71,0.221,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Dhanbad,NFHS-4,28.57,43.84,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Dumka,NFHS-4,52.93,48.33,0.256,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Garhwa,NFHS-4,53.21,48.33,0.257,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Giridih,NFHS-4,47.53,47.97,0.228,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Godda,NFHS-4,51.81,49,0.254,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Gumla,NFHS-4,46.59,47.12,0.22,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
