fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2023-24,2023,July,Andaman and Nicobar Islands,GST collected from State,IGST,12.11,amount in rupees crores,
2023-24,2023,July,Jammu and Kashmir,GST collected from State,CESS,10.98,amount in rupees crores,
2023-24,2023,July,Tamil Nadu,GST collected from State,IGST,3377.73,amount in rupees crores,
2023-24,2023,July,Lakshadweep,GST collected from State,IGST,0.18,amount in rupees crores,
2023-24,2023,July,Goa,GST collected from State,IGST,219.81,amount in rupees crores,
2023-24,2023,July,Karnataka,GST collected from State,IGST,4300.3,amount in rupees crores,
2023-24,2023,July,Maharashtra,GST collected from State,IGST,9499.49,amount in rupees crores,
2023-24,2023,July,Dadra and Nagar Haveli,GST collected from State,IGST,253.04,amount in rupees crores,
2023-24,2023,July,Kerala,GST collected from State,IGST,438.67,amount in rupees crores,
2023-24,2023,June,Maharashtra,GST collected from State,IGST,8436.17,amount in rupees crores,
2023-24,2023,June,Jharkhand,GST collected from State,IGST,1036.28,amount in rupees crores,
2023-24,2023,June,Odisha,GST collected from State,IGST,1122.39,amount in rupees crores,
2023-24,2023,June,Chhattisgarh,GST collected from State,IGST,1030.82,amount in rupees crores,
2023-24,2023,June,Madhya Pradesh,GST collected from State,IGST,889.85,amount in rupees crores,
2023-24,2023,June,Gujarat,GST collected from State,IGST,3134.63,amount in rupees crores,
2023-24,2023,June,Daman and Diu,GST collected from State,IGST,0.58,amount in rupees crores,
2023-24,2023,June,Andhra Pradesh,GST collected from State,IGST,1120.49,amount in rupees crores,
2023-24,2023,June,Dadra and Nagar Haveli,GST collected from State,IGST,244.58,amount in rupees crores,
2023-24,2023,June,Lakshadweep,GST collected from State,IGST,0.76,amount in rupees crores,
2023-24,2023,June,Karnataka,GST collected from State,IGST,4143.6,amount in rupees crores,
2023-24,2023,June,Goa,GST collected from State,IGST,158.63,amount in rupees crores,
2023-24,2023,June,Kerala,GST collected from State,IGST,407.81,amount in rupees crores,
2023-24,2023,June,Tamil Nadu,GST collected from State,IGST,3052.98,amount in rupees crores,
2023-24,2023,June,Puducherry,GST collected from State,IGST,143.1,amount in rupees crores,
2023-24,2023,June,Andaman and Nicobar Islands,GST collected from State,IGST,8.15,amount in rupees crores,
2023-24,2023,June,Assam,GST collected from State,IGST,294.57,amount in rupees crores,
2023-24,2023,June,Telangana,GST collected from State,IGST,1326.67,amount in rupees crores,
2023-24,2023,June,West Bengal,GST collected from State,IGST,1148.19,amount in rupees crores,
2023-24,2023,June,Uttar Pradesh,GST collected from State,IGST,2308.25,amount in rupees crores,
2023-24,2023,June,Meghalaya,GST collected from State,IGST,111.31,amount in rupees crores,
2023-24,2023,June,Tripura,GST collected from State,IGST,7.35,amount in rupees crores,
2023-24,2023,June,Other Territory,GST collected from State,IGST,186.59,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,June,Jammu and Kashmir,GST collected from State,IGST,125.42,amount in rupees crores,
2023-24,2023,June,Other Territory,GST collected from State,SGST,24.68,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,June,Himachal Pradesh,GST collected from State,IGST,446.91,amount in rupees crores,
2023-24,2023,June,Punjab,GST collected from State,IGST,694.14,amount in rupees crores,
2023-24,2023,June,Chandigarh,GST collected from State,IGST,111.55,amount in rupees crores,
2023-24,2023,June,Uttarakhand,GST collected from State,IGST,745.08,amount in rupees crores,
2023-24,2023,June,Haryana,GST collected from State,IGST,4427.96,amount in rupees crores,
2023-24,2023,June,Delhi,GST collected from State,IGST,2489.68,amount in rupees crores,
2023-24,2023,June,Rajasthan,GST collected from State,IGST,1271.81,amount in rupees crores,
2023-24,2023,June,Bihar,GST collected from State,IGST,179.64,amount in rupees crores,
2023-24,2023,June,Sikkim,GST collected from State,IGST,241.49,amount in rupees crores,
2023-24,2023,June,Arunachal Pradesh,GST collected from State,IGST,8.49,amount in rupees crores,
2023-24,2023,June,Nagaland,GST collected from State,IGST,10.47,amount in rupees crores,
2023-24,2023,June,Manipur,GST collected from State,IGST,3.83,amount in rupees crores,
2023-24,2023,June,Mizoram,GST collected from State,IGST,4.23,amount in rupees crores,
2023-24,2023,June,Ladakh,GST collected from State,IGST,2.34,amount in rupees crores,
2023-24,2023,June,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,179.62,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,June,Odisha,GST collected from State,CESS,804.79,amount in rupees crores,
2023-24,2023,June,Madhya Pradesh,GST collected from State,CESS,637.44,amount in rupees crores,
2023-24,2023,June,Gujarat,GST collected from State,CESS,676.38,amount in rupees crores,
2023-24,2023,June,Daman and Diu,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,June,Dadra and Nagar Haveli,GST collected from State,CESS,1.06,amount in rupees crores,
2023-24,2023,June,Maharashtra,GST collected from State,CESS,1827.32,amount in rupees crores,
2023-24,2023,June,Karnataka,GST collected from State,CESS,1382.89,amount in rupees crores,
2023-24,2023,June,Goa,GST collected from State,CESS,4.24,amount in rupees crores,
2023-24,2023,June,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,June,Kerala,GST collected from State,CESS,3.35,amount in rupees crores,
2023-24,2023,June,Tamil Nadu,GST collected from State,CESS,719.31,amount in rupees crores,
2023-24,2023,June,Puducherry,GST collected from State,CESS,0.21,amount in rupees crores,
2023-24,2023,June,Andaman and Nicobar Islands,GST collected from State,CESS,0.13,amount in rupees crores,
2023-24,2023,June,Telangana,GST collected from State,CESS,537.47,amount in rupees crores,
2023-24,2023,June,Andhra Pradesh,GST collected from State,CESS,225.91,amount in rupees crores,
2023-24,2023,June,Ladakh,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,June,Andhra Pradesh,GST collected from State,SGST,1187.64,amount in rupees crores,
2023-24,2023,June,Chhattisgarh,GST collected from State,CESS,668.47,amount in rupees crores,
2023-24,2023,June,Jharkhand,GST collected from State,CESS,573.23,amount in rupees crores,
2023-24,2023,June,Jammu and Kashmir,GST collected from State,CESS,11.97,amount in rupees crores,
2023-24,2023,June,West Bengal,GST collected from State,CESS,368.01,amount in rupees crores,
2023-24,2023,June,Himachal Pradesh,GST collected from State,CESS,2.94,amount in rupees crores,
2023-24,2023,June,Punjab,GST collected from State,CESS,40.22,amount in rupees crores,
2023-24,2023,June,Chandigarh,GST collected from State,CESS,0.76,amount in rupees crores,
2023-24,2023,June,Uttarakhand,GST collected from State,CESS,11.5,amount in rupees crores,
2023-24,2023,June,Haryana,GST collected from State,CESS,536.3,amount in rupees crores,
2023-24,2023,June,Delhi,GST collected from State,CESS,102.51,amount in rupees crores,
2023-24,2023,June,Rajasthan,GST collected from State,CESS,124.87,amount in rupees crores,
2023-24,2023,June,Uttar Pradesh,GST collected from State,CESS,1363.47,amount in rupees crores,
2023-24,2023,June,Bihar,GST collected from State,CESS,184.47,amount in rupees crores,
2023-24,2023,June,Sikkim,GST collected from State,CESS,0.05,amount in rupees crores,
2023-24,2023,June,Arunachal Pradesh,GST collected from State,CESS,0.05,amount in rupees crores,
2023-24,2023,June,Nagaland,GST collected from State,CESS,4.2,amount in rupees crores,
2023-24,2023,June,Manipur,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,June,Mizoram,GST collected from State,CESS,0.05,amount in rupees crores,
2023-24,2023,June,Tripura,GST collected from State,CESS,0.08,amount in rupees crores,
2023-24,2023,June,Meghalaya,GST collected from State,CESS,2.03,amount in rupees crores,
2023-24,2023,June,Assam,GST collected from State,CESS,56.32,amount in rupees crores,
2023-24,2023,June,Ladakh,GST collected from State,SGST,6.72,amount in rupees crores,
2023-24,2023,June,Kerala,GST collected from State,SGST,1284.25,amount in rupees crores,
2023-24,2023,June,Telangana,GST collected from State,SGST,1575.13,amount in rupees crores,
2023-24,2023,June,Gujarat,GST collected from State,CGST,2808.4,amount in rupees crores,
2023-24,2023,June,Meghalaya,GST collected from State,CGST,36.79,amount in rupees crores,
2023-24,2023,June,Assam,GST collected from State,CGST,390.44,amount in rupees crores,
2023-24,2023,June,West Bengal,GST collected from State,CGST,1594.03,amount in rupees crores,
2023-24,2023,June,Jharkhand,GST collected from State,CGST,524.08,amount in rupees crores,
2023-24,2023,June,Odisha,GST collected from State,CGST,1130.14,amount in rupees crores,
2023-24,2023,June,Chhattisgarh,GST collected from State,CGST,606.55,amount in rupees crores,
2023-24,2023,June,Madhya Pradesh,GST collected from State,CGST,820.65,amount in rupees crores,
2023-24,2023,June,Daman and Diu,GST collected from State,CGST,0.06,amount in rupees crores,
2023-24,2023,June,Mizoram,GST collected from State,CGST,19.64,amount in rupees crores,
2023-24,2023,June,Dadra and Nagar Haveli,GST collected from State,CGST,41.15,amount in rupees crores,
2023-24,2023,June,Maharashtra,GST collected from State,CGST,7381.73,amount in rupees crores,
2023-24,2023,June,Karnataka,GST collected from State,CGST,2568.52,amount in rupees crores,
2023-24,2023,June,Goa,GST collected from State,CGST,139.11,amount in rupees crores,
2023-24,2023,June,Lakshadweep,GST collected from State,CGST,10.51,amount in rupees crores,
2023-24,2023,June,Kerala,GST collected from State,CGST,1029.68,amount in rupees crores,
2023-24,2023,June,Tamil Nadu,GST collected from State,CGST,2574.6,amount in rupees crores,
2023-24,2023,June,Tripura,GST collected from State,CGST,29.19,amount in rupees crores,
2023-24,2023,June,Manipur,GST collected from State,CGST,25.0,amount in rupees crores,
2023-24,2023,June,Andaman and Nicobar Islands,GST collected from State,CGST,11.49,amount in rupees crores,
2023-24,2023,June,Chandigarh,GST collected from State,CGST,50.51,amount in rupees crores,
2023-24,2023,June,Andaman and Nicobar Islands,GST collected from State,SGST,16.21,amount in rupees crores,
2023-24,2023,June,All India,GST collected from State,CESS,10872.0,amount in rupees crores,
2023-24,2023,June,All India,GST collected from State,CGST,31012.7,amount in rupees crores,
2023-24,2023,June,All India,GST collected from State,SGST,38292.46,amount in rupees crores,
2023-24,2023,June,Jammu and Kashmir,GST collected from State,CGST,194.37,amount in rupees crores,
2023-24,2023,June,Himachal Pradesh,GST collected from State,CGST,165.04,amount in rupees crores,
2023-24,2023,June,Punjab,GST collected from State,CGST,505.12,amount in rupees crores,
2023-24,2023,June,Uttarakhand,GST collected from State,CGST,327.37,amount in rupees crores,
2023-24,2023,June,Nagaland,GST collected from State,CGST,30.69,amount in rupees crores,
2023-24,2023,June,Haryana,GST collected from State,CGST,1329.12,amount in rupees crores,
2023-24,2023,June,Delhi,GST collected from State,CGST,990.07,amount in rupees crores,
2023-24,2023,June,Rajasthan,GST collected from State,CGST,1100.47,amount in rupees crores,
2023-24,2023,June,Uttar Pradesh,GST collected from State,CGST,1869.7,amount in rupees crores,
2023-24,2023,June,Bihar,GST collected from State,CGST,419.22,amount in rupees crores,
2023-24,2023,June,Sikkim,GST collected from State,CGST,20.7,amount in rupees crores,
2023-24,2023,June,Arunachal Pradesh,GST collected from State,CGST,35.46,amount in rupees crores,
2023-24,2023,June,Puducherry,GST collected from State,CGST,25.96,amount in rupees crores,
2023-24,2023,June,All India,GST collected from State,IGST,41256.41,amount in rupees crores,
2023-24,2023,June,Telangana,GST collected from State,CGST,1242.12,amount in rupees crores,
2023-24,2023,June,Daman and Diu,GST collected from State,SGST,0.06,amount in rupees crores,
2023-24,2023,June,Meghalaya,GST collected from State,SGST,44.02,amount in rupees crores,
2023-24,2023,June,Assam,GST collected from State,SGST,471.72,amount in rupees crores,
2023-24,2023,June,West Bengal,GST collected from State,SGST,1943.64,amount in rupees crores,
2023-24,2023,June,Jharkhand,GST collected from State,SGST,696.62,amount in rupees crores,
2023-24,2023,June,Odisha,GST collected from State,SGST,1322.65,amount in rupees crores,
2023-24,2023,June,Chhattisgarh,GST collected from State,SGST,706.2,amount in rupees crores,
2023-24,2023,June,Gujarat,GST collected from State,SGST,3500.3,amount in rupees crores,
2023-24,2023,June,Dadra and Nagar Haveli,GST collected from State,SGST,52.53,amount in rupees crores,
2023-24,2023,June,Mizoram,GST collected from State,SGST,31.45,amount in rupees crores,
2023-24,2023,June,Maharashtra,GST collected from State,SGST,8453.56,amount in rupees crores,
2023-24,2023,June,Karnataka,GST collected from State,SGST,3098.19,amount in rupees crores,
2023-24,2023,June,Puducherry,GST collected from State,SGST,41.11,amount in rupees crores,
2023-24,2023,June,Goa,GST collected from State,SGST,178.46,amount in rupees crores,
2023-24,2023,June,Lakshadweep,GST collected from State,SGST,10.59,amount in rupees crores,
2023-24,2023,June,Tamil Nadu,GST collected from State,SGST,3253.75,amount in rupees crores,
2023-24,2023,June,Andhra Pradesh,GST collected from State,CGST,943.38,amount in rupees crores,
2023-24,2023,June,Tripura,GST collected from State,SGST,38.54,amount in rupees crores,
2023-24,2023,June,Madhya Pradesh,GST collected from State,SGST,1037.27,amount in rupees crores,
